Code,Company,Market,Index,Price,SEDOL,ISIN,Exchange,Bloomberg,Tier,Currency,IndLoanRate,RepoRate,almRate,LCR,RWA,BorrowRate
LAYN,LAYNE CHRISTENSEN,US,Russell 2000,12.32,2508018,US5210501046,NASDAQ,LAYN:US,3,USD,0.02,0.06,0.1,0.09,0.07,0.12
CHMI,CHERRY HILL MORTGAGE INVESTMENT RE,US,Russell 2000,18.37,BF8H8T2,US1646511014,New York Stock Exchange Inc.,CHMI:US,3,USD,0.17,0.08,0.06,0.1,0.16,0.13
EXA,EXA CORP,US,Russell 2000,16.11,B7Y48V3,US3006145003,NASDAQ,EXA:US,3,USD,0.15,0.17,0.21,0.18,0.18,0.15
COLL,COLLEGIUM PHARMACEUTICAL INC,US,Russell 2000,9.69,BX7RSN3,US19459J1043,NASDAQ,COLL:US,3,USD,0.15,0.21,0.05,0.01,0.12,0.07
VHC,VIRNETX HOLDING CORP,US,Russell 2000,4.3,2443346,US92823T1088,Nyse Mkt Llc,VHC:US,3,USD,0.08,0.19,0.06,0.06,0.12,0.09
BREW,CRAFT BREW ALLIANCE INC,US,Russell 2000,17.1,2723350,US2241221017,NASDAQ,BREW:US,3,USD,0.05,0.14,0.03,0.19,0.06,0.06
TRTX,TPG RE FINANCE TRUST INC TRUST,US,Russell 2000,19.73,BF2F1Q0,US87266M1071,New York Stock Exchange Inc.,TRTX:US,3,USD,0.08,0.11,0.05,0.06,0.07,0.03
HOV,HOVNANIAN ENTERPRISES INC CLASS A,US,Russell 2000,1.76,2437167,US4424872038,New York Stock Exchange Inc.,HOV:US,3,USD,0.13,0.12,0.07,0.02,0.06,0.22
BSF,BEAR STATE FINANCIAL INC,US,Russell 2000,10.28,BN65T35,US0738441023,NASDAQ,BSF:US,3,USD,0.12,0.18,0.18,0.12,0.15,0.06
NRIM,NORTHRIM BANCORP INC,US,Russell 2000,32.45,2640277,US6667621097,NASDAQ,NRIM:US,3,USD,0.16,0.14,0.18,0.09,0.06,0.15
TTGT,TECHTARGET INC,US,Russell 2000,11.21,B1XH822,US87874R1005,NASDAQ,TTGT:US,3,USD,0.04,0.15,0.09,0.1,0.13,0.16
CALX,CALIX NETWORKS INC,US,Russell 2000,5,B3S4L67,US13100M5094,New York Stock Exchange Inc.,CALX:US,3,USD,0.1,0.06,0.17,0.06,0.13,0.16
WATT,ENERGOUS CORP,US,Russell 2000,11.44,BKZGXY7,US29272C1036,NASDAQ,WATT:US,3,USD,0.06,0.11,0.04,0.18,0.18,0.13
INSY,INSYS THERAPEUTICS INC,US,Russell 2000,9.01,B4QRG71,US45824V2097,NASDAQ,INSY:US,3,USD,0.14,0.16,0.07,0.16,0.12,0.09
EMKR,EMCORE CORP,US,Russell 2000,8.75,B7LD6B9,US2908462037,NASDAQ,EMKR:US,3,USD,0.1,0.11,0.18,0.18,0.13,0.1
GRBK,GREEN BRICK PARTNERS INC,US,Russell 2000,9.25,BS7T2R6,US3927091013,NASDAQ,GRBK:US,3,USD,0.08,0.06,0.04,0.01,0.21,0.14
DGAS,DELTA NATURAL GAS INC,US,Russell 2000,30.69,2261980,US2477481061,NASDAQ,DGAS:US,3,USD,0.15,0.12,0.02,0.01,0.06,0.04
SCVL,SHOE CARNIVAL INC,US,Russell 2000,19.13,2805474,US8248891090,NASDAQ,SCVL:US,3,USD,0.11,0.18,0.16,0.21,0.22,0.08
ERA,ERA GROUP INC,US,Russell 2000,10.72,B8KM2D8,US26885G1094,New York Stock Exchange Inc.,ERA:US,3,USD,0.04,0.19,0.19,0.16,0.08,0.16
CHFN,CHARTER FINANCIAL CORP,US,Russell 2000,17.37,B8T1SQ1,US16122W1080,NASDAQ,CHFN:US,3,USD,0.14,0.05,0.17,0.09,0.16,0.05
AVHI,AV HOMES INC,US,Russell 2000,16.75,B7M6703,US00234P1021,NASDAQ,AVHI:US,3,USD,0.15,0.22,0.18,0.09,0.13,0.17
FRED,FREDS INC CLASS A,US,Russell 2000,7.14,2354385,US3561081007,NASDAQ,FRED:US,3,USD,0.13,0.2,0.1,0.19,0.15,0.14
ECR,ECLIPSE RESOURCES CORP,US,Russell 2000,2.4,BN89V84,US27890G1004,New York Stock Exchange Inc.,ECR:US,3,USD,0.03,0.11,0.14,0.04,0.13,0.01
GHM,GRAHAM CORP,US,Russell 2000,20.65,2380904,US3845561063,New York Stock Exchange Inc.,GHM:US,3,USD,0.22,0.04,0.19,0.05,0.21,0.04
OFLX,OMEGA FLEX INC,US,Russell 2000,68.34,B0FPH75,US6820951043,NASDAQ,OFLX:US,3,USD,0.1,0.03,0.06,0.11,0.2,0.07
CNBKA,CENTURY BANCORP INC CLASS A,US,Russell 2000,69.95,2185563,US1564321065,NASDAQ,CNBKA:US,3,USD,0.12,0.12,0.15,0.01,0.17,0.13
RUSHB,RUSH ENTERPRISES INC CLASS B,US,Russell 2000,39.55,2966865,US7818463082,NASDAQ,RUSHB:US,3,USD,0.03,0.01,0.17,0.16,0.19,0.07
PWOD,PENNS WOODS BANCORP INC,US,Russell 2000,45.74,2552866,US7084301032,NASDAQ,PWOD:US,3,USD,0.1,0.11,0.08,0.03,0.14,0.2
TNAV,TELENAV INC,US,Russell 2000,6.45,B44D370,US8794551031,NASDAQ,TNAV:US,3,USD,0.16,0.02,0.02,0.02,0.01,0.14
SYRS,SYROS PHARMACEUTICALS INC,US,Russell 2000,16.67,BYMX5N2,US87184Q1076,NASDAQ,SYRS:US,3,USD,0.06,0.18,0.06,0.06,0.09,0.04
AFH,ATLAS FINANCIAL HOLDINGS INC,US,Russell 2000,18,B9B9871,KYG062071157,NASDAQ,AFH:US,3,USD,0.08,0.14,0.09,0.15,0.13,0.02
CIVB,CIVISTA BANCSHARES INC,US,Russell 2000,20.98,BWT3JH3,US1788671071,NASDAQ,CIVB:US,3,USD,0.03,0.17,0.17,0.09,0.17,0.04
SIEN,SIENTRA INC,US,Russell 2000,15.56,BRTNNX2,US82621J1051,NASDAQ,SIEN:US,3,USD,0.21,0.19,0.18,0.08,0.15,0.12
BWFG,BANKWELL FINANCIAL GROUP INC,US,Russell 2000,34.89,BCRXSS9,US06654A1034,NASDAQ,BWFG:US,3,USD,0.1,0.11,0.16,0.13,0.17,0.22
HCHC,HC HOLDINGS INC,US,Russell 2000,5.03,BLP68D8,US4041391073,New York Stock Exchange Inc.,HCHC:US,3,USD,0.22,0.2,0.14,0.09,0.2,0.09
SHBI,SHORE BANCSHARES INC,US,Russell 2000,16.31,2748869,US8251071051,NASDAQ,SHBI:US,3,USD,0.15,0.15,0.17,0.13,0.07,0.05
SGC,SUPERIOR UNIFORM GROUP INC,US,Russell 2000,23,2864301,US8683581024,NASDAQ,SGC:US,3,USD,0.19,0.13,0.22,0.04,0.14,0.08
NATH,NATHANS FAMOUS INC,US,Russell 2000,68.95,2622747,US6323471002,NASDAQ,NATH:US,3,USD,0.13,0.14,0.02,0.05,0.21,0.04
NPTN,NEOPHOTONICS CORP,US,Russell 2000,6.27,B3TMC78,US64051T1007,New York Stock Exchange Inc.,NPTN:US,3,USD,0.2,0.03,0.19,0.16,0.22,0.12
ONVO,ORGANOVO HOLDINGS INC,US,Russell 2000,2.03,B7D67L3,US68620A1043,NASDAQ,ONVO:US,3,USD,0.1,0.21,0.01,0.19,0.06,0.04
NEFF,NEFF CORP CLASS A,US,Russell 2000,25,BSLWDN4,US6400942073,New York Stock Exchange Inc.,NEFF:US,3,USD,0.19,0.11,0.13,0.22,0.12,0.22
REV,REVLON INC CLASS A,US,Russell 2000,17.05,2750024,US7615256093,New York Stock Exchange Inc.,REV:US,3,USD,0.07,0.19,0.04,0.05,0.04,0.04
CVCY,CENTRAL VALLEY COMMUNITY BANCORP,US,Russell 2000,20.19,2683313,US1556851004,NASDAQ,CVCY:US,3,USD,0.03,0.16,0.07,0.22,0.15,0.07
ENTL,ENTELLUS MEDICAL INC,US,Russell 2000,16.93,BVFPYH1,US29363K1051,NASDAQ,ENTL:US,3,USD,0.12,0.11,0.17,0.05,0.03,0.03
HMTV,HEMISPHERE MEDIA GROUP INC CLASS A,US,Russell 2000,12.85,B8L2798,US42365Q1031,NASDAQ,HMTV:US,3,USD,0.06,0.07,0.13,0.19,0.18,0.13
DS,DRIVE SHACK INC,US,Russell 2000,3.05,BD8QHD2,US2620771004,New York Stock Exchange Inc.,DS:US,3,USD,0.01,0.09,0.21,0.05,0.06,0.14
RLGT,RADIANT LOGISTIC INC,US,Russell 2000,5.08,B065G33,US75025X1000,Nyse Mkt Llc,RLGT:US,3,USD,0.09,0.19,0.04,0.15,0.03,0.06
CADE,CADENCE BANCORPORATION CLASS A,US,Russell 2000,22.15,BYWVH74,US12739A1007,New York Stock Exchange Inc.,CADE:US,3,USD,0.1,0.09,0.07,0.1,0.02,0.02
NEOS,NEOS THERAPEUTICS INC,US,Russell 2000,8.4,BYN6897,US64052L1061,NASDAQ,NEOS:US,3,USD,0.17,0.08,0.05,0.05,0.07,0.21
ESTE,EARTHSTONE ENERGY INC CLASS A,US,Russell 2000,10.34,BF191W9,US27032D3044,New York Stock Exchange Inc.,ESTE:US,3,USD,0.18,0.06,0.05,0.21,0.02,0.19
SAFE,SAFETY INCOME & GROWTH INC (PROPOS,US,Russell 2000,19.4,BF6V1P3,US78649D1046,New York Stock Exchange Inc.,SAFE:US,3,USD,0.17,0.04,0.07,0.13,0.2,0.18
MOBL,MOBILEIRON INC,US,Russell 2000,3.6,BN57DN0,US60739U2042,NASDAQ,MOBL:US,3,USD,0.13,0.15,0.03,0.1,0.11,0.06
SMBC,SOUTHERN MISSOURI BANCORP INC,US,Russell 2000,33.18,2570501,US8433801060,NASDAQ,SMBC:US,3,USD,0.09,0.16,0.15,0.07,0.02,0.06
GORO,GOLD RESOURCE CORP,US,Russell 2000,3.85,B1DZ912,US38068T1051,Nyse Mkt Llc,GORO:US,3,USD,0.14,0.18,0.06,0.11,0.05,0.09
EVBN,EVANS BANCORP INC,US,Russell 2000,42.85,2552565,US29911Q2084,Nyse Mkt Llc,EVBN:US,3,USD,0.09,0.18,0.05,0.18,0.09,0.17
MVIS,MICROVISION INC,US,Russell 2000,2.71,B7N96Q0,US5949603048,NASDAQ,MVIS:US,3,USD,0.04,0.13,0.13,0.01,0.1,0.06
CLXT,CALYXT INC,US,Russell 2000,24.3,BF42BH0,US13173L1070,NASDAQ,CLXT:US,3,USD,0.05,0.16,0.07,0.02,0.22,0.19
CRIS,CURIS INC,US,Russell 2000,1.69,2615413,US2312691015,NASDAQ,CRIS:US,3,USD,0.1,0.17,0.17,0.17,0.12,0.22
PFSI,PENNYMAC FINANCIAL SERVICES INC CL,US,Russell 2000,17.55,B8CHGF1,US70932B1017,New York Stock Exchange Inc.,PFSI:US,3,USD,0.16,0.16,0.04,0.07,0.08,0.16
SMHI,SEACOR MARINE HOLDINGS INC,US,Russell 2000,12.5,BDR7T18,US78413P1012,New York Stock Exchange Inc.,SMHI:US,3,USD,0.14,0.2,0.19,0.2,0.03,0.19
GTHX,G1 THERAPEUTICS INC,US,Russell 2000,24.7,BF0QXG9,US3621LQ1099,NASDAQ,GTHX:US,3,USD,0.12,0.01,0.02,0.2,0.05,0.06
ARDX,ARDELYX INC,US,Russell 2000,5.6,BN89V40,US0396971071,NASDAQ,ARDX:US,3,USD,0.21,0.13,0.11,0.11,0.2,0.11
SPKE,SPARK ENERGY INC CLASS A,US,Russell 2000,16.5,BP4WT32,US8465111032,NASDAQ,SPKE:US,3,USD,0.21,0.09,0.17,0.01,0.03,0.2
INBK,FIRST INTERNET BANCORP,US,Russell 2000,30.1,B0406N0,US3205571017,NASDAQ,INBK:US,3,USD,0.15,0.06,0.18,0.01,0.12,0.08
CRCM,CARE.COM INC,US,Russell 2000,14.22,BJ2SGK6,US1416331072,New York Stock Exchange Inc.,CRCM:US,3,USD,0.16,0.05,0.14,0.05,0.15,0.12
MACK,MERRIMACK PHARMACEUTICALS INC,US,Russell 2000,14.52,BF24BH8,US5903282094,NASDAQ,MACK:US,3,USD,0.13,0.11,0.19,0.13,0.21,0.02
NXEO,NEXEO SOLUTIONS INC,US,Russell 2000,7.17,BD20XX2,US65342H1023,NASDAQ,NXEO:US,3,USD,0.14,0.2,0.18,0.14,0.2,0.18
I,INTELSAT SA,US,Russell 2000,5,B8CP440,LU0914713705,New York Stock Exchange Inc.,I:US,3,USD,0.08,0.13,0.03,0.1,0.21,0.15
STRS,STRATUS PROPERTIES INC,US,Russell 2000,30.1,2761424,US8631672016,NASDAQ,STRS:US,3,USD,0.01,0.1,0.14,0.07,0.17,0.06
EDGE,EDGE THERAPEUTICS INC,US,Russell 2000,9.52,BYYJG35,US2798701098,NASDAQ,EDGE:US,3,USD,0.08,0.06,0.22,0.03,0.2,0.1
FC,FRANKLIN COVEY,US,Russell 2000,18.8,2352839,US3534691098,New York Stock Exchange Inc.,FC:US,3,USD,0.14,0.17,0.22,0.04,0.05,0.11
UNB,UNION BANKSHARES INC,US,Russell 2000,44.75,2031923,US9054001071,NASDAQ,UNB:US,3,USD,0.16,0.05,0.15,0.16,0.06,0.19
VCYT,VERACYTE INC,US,Russell 2000,8.04,BFTWZY0,US92337F1075,NASDAQ,VCYT:US,3,USD,0.08,0.17,0.09,0.06,0.17,0.2
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,US,Russell 2000,21.36,B0M02F6,US3193901002,NASDAQ,FBIZ:US,3,USD,0.09,0.05,0.08,0.06,0.03,0.04
TNK,TEEKAY TANKERS LTD CLASS A,US,Russell 2000,1.62,B29VHY0,MHY8565N1022,New York Stock Exchange Inc.,TNK:US,3,USD,0.07,0.1,0.06,0.12,0.01,0.07
EGLE,EAGLE BULK SHIPPING INC,US,Russell 2000,4.92,BDHDGZ9,MHY2187A1432,NASDAQ,EGLE:US,3,USD,0.15,0.11,0.13,0.15,0.04,0.15
NERV,MINERVA NEUROSCIENCES INC,US,Russell 2000,7.35,BNB7PK5,US6033801068,NASDAQ,NERV:US,3,USD,0.01,0.22,0.02,0.01,0.09,0.15
PFBI,PREMIER FINANCIAL BANCORP INC,US,Russell 2000,19.95,2701657,US74050M1053,NASDAQ,PFBI:US,3,USD,0.2,0.17,0.13,0.06,0.01,0.18
GPMT,GRANITE POINT MORTGAGE TRUST INC T,US,Russell 2000,18.7,BF11FD4,US38741L1070,New York Stock Exchange Inc.,GPMT:US,3,USD,0.12,0.1,0.13,0.04,0.05,0.15
ISTR,INVESTAR HOLDING CORP,US,Russell 2000,23,BNGY4R1,US46134L1052,NASDAQ,ISTR:US,3,USD,0.16,0.22,0.12,0.14,0.01,0.03
ESXB,COMMUNITY BANKERS CORP TRUST,US,Russell 2000,8.65,B1CWK77,US2036121067,NASDAQ,ESXB:US,3,USD,0.01,0.07,0.07,0.21,0.13,0.16
PIRS,PIERIS PHARMACEUTICALS INC,US,Russell 2000,5.39,BTJRTY1,US7207951036,NASDAQ,PIRS:US,3,USD,0.14,0.1,0.01,0.02,0.1,0.17
UEC,URANIUM ENERGY CORP,US,Russell 2000,1.37,B0VLLY2,US9168961038,Nyse Mkt Llc,UEC:US,3,USD,0.05,0.04,0.19,0.1,0.04,0.22
ZEUS,OLYMPIC STEEL INC,US,Russell 2000,20.29,2659013,US68162K1060,NASDAQ,ZEUS:US,3,USD,0.18,0.03,0.11,0.22,0.14,0.21
VLGEA,VILLAGE SUPER MARKET INC CLASS A,US,Russell 2000,23.45,2929211,US9271074091,NASDAQ,VLGEA:US,3,USD,0.03,0.01,0.01,0.09,0.21,0.17
PLPM,PLANET PAYMENT INC,US,Russell 2000,4.42,B3CT9X1,USU726031185,NASDAQ,PLPM:US,3,USD,0.15,0.13,0.18,0.17,0.22,0.03
HBMD,HOWARD BANCORP INC,US,Russell 2000,21,B125QV2,US4424961054,NASDAQ,HBMD:US,3,USD,0.05,0.04,0.09,0.16,0.16,0.15
SGRY,SURGERY PARTNERS INC,US,Russell 2000,9.55,BYTC1B2,US86881A1007,NASDAQ,SGRY:US,3,USD,0.15,0.06,0.15,0.03,0.02,0.17
EPM,EVOLUTION PETROLEUM CORP,US,Russell 2000,6.85,2367781,US30049A1079,Nyse Mkt Llc,EPM:US,3,USD,0.18,0.01,0.07,0.07,0.09,0.05
FONR,FONAR CORP,US,Russell 2000,30.25,B1W52D6,US3444374058,NASDAQ,FONR:US,3,USD,0.1,0.11,0.16,0.11,0.16,0.18
LCNB,LCNB CORP,US,Russell 2000,20.45,2283917,US50181P1003,NASDAQ,LCNB:US,3,USD,0.06,0.17,0.13,0.22,0.03,0.13
PES,PIONEER ENERGY SERVICES CORP,US,Russell 2000,2.25,B68D808,US7236641087,New York Stock Exchange Inc.,PES:US,3,USD,0.07,0.19,0.13,0.12,0.01,0.01
WEYS,WEYCO GROUP INC,US,Russell 2000,28.5,2947774,US9621491003,NASDAQ,WEYS:US,3,USD,0.03,0.11,0.1,0.18,0.15,0.02
PLPC,PREFORMED LINE PRODUCTS,US,Russell 2000,60.98,2798466,US7404441047,NASDAQ,PLPC:US,3,USD,0.11,0.05,0.14,0.11,0.1,0.12
SGA,SAGA COMMUNICATIONS INC CLASS A,US,Russell 2000,44.7,2767013,US7865983008,Nyse Mkt Llc,SGA:US,3,USD,0.16,0.16,0.22,0.13,0.11,0.06
NODK,NI HOLDINGS INC,US,Russell 2000,17.56,BF2CWX5,US65342T1060,NASDAQ,NODK:US,3,USD,0.11,0.18,0.08,0.17,0.16,0.16
TSBK,TIMBERLAND BANCORP INC,US,Russell 2000,29.7,2147734,US8870981011,NASDAQ,TSBK:US,3,USD,0.06,0.07,0.07,0.08,0.09,0.03
CLCT,COLLECTORS UNIVERSE INC,US,Russell 2000,23.42,2165480,US19421R2004,NASDAQ,CLCT:US,3,USD,0.06,0.15,0.08,0.06,0.11,0.08
ORRF,ORRSTOWN FINANCIAL SERVICES INC,US,Russell 2000,24.3,B019FW2,US6873801053,NASDAQ,ORRF:US,3,USD,0.22,0.16,0.2,0.16,0.01,0.02
MBTF,MBT FINANCIAL CORP,US,Russell 2000,10.15,2691167,US5788771021,NASDAQ,MBTF:US,3,USD,0.17,0.01,0.16,0.14,0.14,0.01
MNOV,MEDICINOVA INC,US,Russell 2000,5.47,B1L2QM5,US58468P2065,NASDAQ,MNOV:US,3,USD,0.13,0.07,0.2,0.06,0.21,0.19
RGCO,RGC RESOURCES INC,US,Russell 2000,26.98,2434016,US74955L1035,NASDAQ,RGCO:US,3,USD,0.02,0.12,0.22,0.1,0.06,0.06
KVHI,KVH INDUSTRIES INC,US,Russell 2000,11.75,2495507,US4827381017,NASDAQ,KVHI:US,3,USD,0.08,0.15,0.19,0.11,0.09,0.2
DLTH,DULUTH HOLDINGS INC CLASS B,US,Russell 2000,19.36,BYP97Q4,US26443V1017,NASDAQ,DLTH:US,3,USD,0.17,0.21,0.01,0.11,0.04,0.13
CCXI,CHEMOCENTRYX INC,US,Russell 2000,7.29,B6ZL968,US16383L1061,NASDAQ,CCXI:US,3,USD,0.12,0.06,0.14,0.03,0.21,0.03
CWCO,CONSOLIDATED WATER LTD,US,Russell 2000,12.6,2099095,KYG237731073,NASDAQ,CWCO:US,3,USD,0.05,0.07,0.05,0.2,0.2,0.2
MPO,MIDSTATES PETROLEUM COMPANY INC,US,Russell 2000,15.84,BDQZFN7,US59804T4076,New York Stock Exchange Inc.,MPO:US,3,USD,0.17,0.05,0.13,0.01,0.15,0.19
CRR,CARBO CERAMICS INC,US,Russell 2000,7.66,2238821,US1407811058,New York Stock Exchange Inc.,CRR:US,3,USD,0.19,0.19,0.09,0.18,0.02,0.13
RARX,RA PHARMACEUTICALS INC,US,Russell 2000,15.04,BD3WM85,US74933V1089,NASDAQ,RARX:US,3,USD,0.21,0.03,0.15,0.18,0.02,0.19
AC,ASSOCIATED CAPITAL GROUP INC CLASS,US,Russell 2000,35.25,BZ6VMW7,US0455281065,New York Stock Exchange Inc.,AC:US,3,USD,0.1,0.1,0.08,0.02,0.13,0.06
LYTS,LSI INDUSTRIES INC,US,Russell 2000,7.09,2499026,US50216C1080,NASDAQ,LYTS:US,3,USD,0.01,0.05,0.08,0.01,0.06,0.1
LBY,LIBBEY INC,US,Russell 2000,8.06,2515858,US5298981086,Nyse Mkt Llc,LBY:US,3,USD,0.04,0.03,0.01,0.22,0.05,0.13
ORM,OWENS REALTY MORTGAGE REIT INC,US,Russell 2000,17.61,BBVS7K8,US6908281081,Nyse Mkt Llc,ORM:US,3,USD,0.02,0.11,0.17,0.1,0.05,0.1
AYX,ALTERYX INC CLASS A,US,Russell 2000,19.65,BYWMQJ2,US02156B1035,New York Stock Exchange Inc.,AYX:US,3,USD,0.07,0.04,0.12,0.16,0.09,0.08
KIRK,KIRKLANDS INC,US,Russell 2000,11.32,2960920,US4974981056,NASDAQ,KIRK:US,3,USD,0.02,0.02,0.08,0.2,0.08,0.08
HCOM,HAWAIIAN TELCOM HOLDCO INC,US,Russell 2000,29.65,B4ZDRV1,US4200311060,NASDAQ,HCOM:US,3,USD,0.01,0.11,0.03,0.11,0.08,0.22
UFPT,UFP TECHNOLOGIES INC,US,Russell 2000,27.5,2908652,US9026731029,NASDAQ,UFPT:US,3,USD,0.2,0.15,0.15,0.09,0.1,0.06
FNHC,FEDERATED NATIONAL HOLDING,US,Russell 2000,14.02,B7YSQ99,US31422T1016,NASDAQ,FNHC:US,3,USD,0.17,0.19,0.17,0.14,0.01,0.04
AMOT,ALLIED MOTION TECHNOLOGIES INC,US,Russell 2000,24.88,2414717,US0193301092,NASDAQ,AMOT:US,3,USD,0.15,0.06,0.15,0.08,0.2,0.1
HIL,HILL INTERNATIONAL INC,US,Russell 2000,4.85,B01TPN3,US4314661012,New York Stock Exchange Inc.,HIL:US,3,USD,0.06,0.22,0.14,0.05,0.03,0.19
AGYS,AGILISYS INC,US,Russell 2000,10.65,2689162,US00847J1051,NASDAQ,AGYS:US,3,USD,0.16,0.22,0.14,0.06,0.21,0.19
FNBG,FNB BANCORP,US,Russell 2000,33.37,B019BT1,US3025151016,NASDAQ,FNBG:US,3,USD,0.02,0.19,0.09,0.15,0.2,0.1
OPY,OPPENHEIMER HOLDINGS NON VOTING IN,US,Russell 2000,16.7,B42G8D2,US6837971042,New York Stock Exchange Inc.,OPY:US,3,USD,0.08,0.03,0.16,0.13,0.17,0.08
CFFI,C AND F FINANCIAL CORP,US,Russell 2000,51.75,2494515,US12466Q1040,NASDAQ,CFFI:US,3,USD,0.19,0.04,0.08,0.17,0.09,0.04
NK,NANTKWEST INC,US,Russell 2000,5.66,BYRH5B7,US63016Q1022,NASDAQ,NK:US,3,USD,0.16,0.18,0.11,0.12,0.15,0.01
SMBK,SMARTFINANCIAL INC,US,Russell 2000,24.24,BYVYKX1,US83190L2088,NASDAQ,SMBK:US,3,USD,0.1,0.11,0.05,0.17,0.07,0.22
ULH,UNIVERSAL LOGISTICS INC,US,Russell 2000,18.6,B066PX9,US91388P1057,NASDAQ,ULH:US,3,USD,0.22,0.02,0.18,0.11,0.1,0.09
BPI,BRIDGEPOINT EDUCATION INC,US,Russell 2000,8.81,B3VVNF8,US10807M1053,New York Stock Exchange Inc.,BPI:US,3,USD,0.03,0.06,0.01,0.02,0.14,0.03
LCUT,LIFETIME BRANDS INC,US,Russell 2000,17.9,2515773,US53222Q1031,NASDAQ,LCUT:US,3,USD,0.07,0.01,0.22,0.18,0.17,0.07
RUBI,THE RUBICON PROJECT INC,US,Russell 2000,3.87,BKXNFW2,US78112V1026,New York Stock Exchange Inc.,RUBI:US,3,USD,0.19,0.01,0.02,0.16,0.05,0.12
CPRX,CATALYST PHARMACEUTICALS INC,US,Russell 2000,2.42,B1G7Q03,US14888U1016,NASDAQ,CPRX:US,3,USD,0.02,0.04,0.03,0.2,0.04,0.17
VRAY,VIEWRAY INC,US,Russell 2000,5.85,BYSGPK2,US92672L1070,NASDAQ,VRAY:US,3,USD,0.18,0.08,0.1,0.16,0.11,0.22
ACTG,ACACIA RESEARCH CORP,US,Russell 2000,4.45,2169589,US0038813079,NASDAQ,ACTG:US,3,USD,0.22,0.12,0.2,0.05,0.09,0.22
MSL,MIDSOUTH BANCORP INC,US,Russell 2000,11.85,2587233,US5980391057,New York Stock Exchange Inc.,MSL:US,3,USD,0.01,0.04,0.02,0.12,0.01,0.01
ACNB,ACNB CORP,US,Russell 2000,27.85,2412012,US0008681092,NASDAQ,ACNB:US,3,USD,0.08,0.19,0.21,0.04,0.16,0.19
IHC,INDEPENDENCE HOLDING,US,Russell 2000,24.45,2461229,US4534403070,New York Stock Exchange Inc.,IHC:US,3,USD,0.21,0.15,0.19,0.12,0.03,0.22
REIS,REIS INC,US,Russell 2000,17.7,2602062,US75936P1057,NASDAQ,REIS:US,3,USD,0.15,0.12,0.22,0.12,0.13,0.19
ADXS,ADVAXIS INC,US,Russell 2000,4.8,BCBYXH2,US0076242082,NASDAQ,ADXS:US,3,USD,0.15,0.11,0.03,0.01,0.18,0.09
VRS,VERSO CORP CLASS A,US,Russell 2000,5.03,BYN9TR1,US92531L2079,New York Stock Exchange Inc.,VRS:US,3,USD,0.1,0.07,0.05,0.22,0.1,0.1
HDNG,HARDINGE INC,US,Russell 2000,14.44,2403522,US4123243036,NASDAQ,HDNG:US,3,USD,0.1,0.17,0.15,0.2,0.15,0.04
IMDZ,IMMUNE DESIGN CORP,US,Russell 2000,9.9,BP7RS37,US45252L1035,NASDAQ,IMDZ:US,3,USD,0.13,0.22,0.16,0.22,0.06,0.04
SFS,SMART AND FINAL STORES INC,US,Russell 2000,7.3,BQSV7B6,US83190B1017,New York Stock Exchange Inc.,SFS:US,3,USD,0.13,0.15,0.16,0.09,0.07,0.1
BW,BABCOCK AND WILCOX ENTERPRISES INC,US,Russell 2000,3.48,BZ0W7V0,US05614L1008,New York Stock Exchange Inc.,BW:US,3,USD,0.17,0.22,0.03,0.19,0.22,0.01
FSTR,LB FOSTER,US,Russell 2000,20.5,2348225,US3500601097,NASDAQ,FSTR:US,3,USD,0.19,0.11,0.08,0.17,0.09,0.21
USLM,UNITED STATES LIME AND MINERALS IN,US,Russell 2000,80.21,2724115,US9119221029,NASDAQ,USLM:US,3,USD,0.15,0.14,0.09,0.09,0.18,0.07
VRA,VERA BRADLEY INC,US,Russell 2000,8.43,B4626P4,US92335C1062,NASDAQ,VRA:US,3,USD,0.16,0.05,0.02,0.03,0.17,0.09
AGFS,AGROFRESH SOLUTIONS INC,US,Russell 2000,7.18,BZ0G154,US00856G1094,NASDAQ,AGFS:US,3,USD,0.21,0.04,0.19,0.15,0.18,0.12
DLA,DELTA APPAREL INC,US,Russell 2000,21.73,2603247,US2473681037,Nyse Mkt Llc,DLA:US,3,USD,0.03,0.05,0.05,0.22,0.18,0.04
KALA,KALA PHARMACEUTICALS INC,US,Russell 2000,20.61,BF2F1K4,US4831191030,NASDAQ,KALA:US,3,USD,0.09,0.12,0.21,0.18,0.16,0.1
CVGI,COMMERCIAL VEHICLE GROUP INC,US,Russell 2000,6.57,B02GMS7,US2026081057,NASDAQ,CVGI:US,3,USD,0.11,0.16,0.16,0.19,0.21,0.17
NWPX,NORTHWEST PIPE,US,Russell 2000,17.68,2035925,US6677461013,NASDAQ,NWPX:US,3,USD,0.21,0.12,0.06,0.19,0.04,0.22
ENT,GLOBAL EAGLE ENTERTAINMENT INC,US,Russell 2000,3.21,B43P7M0,US37951D1028,NASDAQ,ENT:US,3,USD,0.08,0.19,0.13,0.13,0.18,0.02
FNWB,FIRST NORTHWEST BAN,US,Russell 2000,16.12,BVSSGV5,US3358341077,NASDAQ,FNWB:US,3,USD,0.11,0.1,0.02,0.14,0.16,0.1
PZN,PZENA INVESTMENT MANAGEMENT INC CL,US,Russell 2000,9.65,B28HSP7,US74731Q1031,New York Stock Exchange Inc.,PZN:US,3,USD,0.13,0.08,0.21,0.06,0.09,0.1
